edad,clase_trabajadora,nivel_educativo,anos_educacion,estado_civil,ocupacion,relacion_familiar,raza,sexo,horas_semana,pais_origen,ingresos
37,Privada,Primaria incompleta,2,Casado/a,Construcción/Reparación,Cónyuge,Blanco/a,Hombre,52,Estados Unidos,<=50K
48,Privada,Grado universitario,13,Separado/a,Transporte,Cónyuge,Blanco/a,Mujer,58,Estados Unidos,>50K
39,Privada,Bachillerato,13,Casado/a,Administración,Cónyuge,Blanco/a,Hombre,32,Estados Unidos,<=50K
44,Privada,Secundaria,9,Casado/a,Ventas,Cónyuge,Blanco/a,Mujer,37,México,<=50K
42,Privada,FP Medio,11,Casado/a,Ventas,Cónyuge,Blanco/a,Hombre,47,Estados Unidos,<=50K
72,Privada,Bachillerato,13,Divorciado/a,Construcción/Reparación,Sin familia,Blanco/a,Hombre,34,Estados Unidos,<=50K
61,Privada,Algo de universidad,10,Soltero/a,Administración,Sin familia,Blanco/a,Mujer,31,Estados Unidos,<=50K
17,Privada,Algo de universidad,10,Soltero/a,Otros servicios,Sin familia,Blanco/a,Mujer,31,Estados Unidos,<=50K
25,Privada,Secundaria,9,Soltero/a,Construcción/Reparación,Cónyuge,Blanco/a,Hombre,34,Estados Unidos,<=50K
17,Privada,Doctorado,16,Casado/a,Otros servicios,Cónyuge,Blanco/a,Mujer,55,Estados Unidos,<=50K
36,Privada,Bachillerato,13,Casado/a,Ejecutivo/Directivo,Cónyuge,Blanco/a,Hombre,44,Estados Unidos,>50K
36,Gobierno local,Secundaria,9,Soltero/a,Servicios domésticos,Cónyuge,Asiático/a,Hombre,42,Estados Unidos,<=50K
44,Privada,Secundaria,9,Divorciado/a,Operador maquinaria,Otro familiar,Blanco/a,Hombre,15,Estados Unidos,<=50K
21,Gobierno autonómico,Secundaria,9,Casado/a,Ventas,Cónyuge,Blanco/a,Hombre,29,Estados Unidos,<=50K
41,Privada,Secundaria,9,Casado/a,Construcción/Reparación,Cónyuge,Blanco/a,Hombre,50,Estados Unidos,<=50K
41,Gobierno local,Bachillerato,13,Soltero/a,Técnico especializado,Sin familia,Blanco/a,Hombre,61,Estados Unidos,<=50K
36,Gobierno autonómico,Secundaria,9,Soltero/a,Ventas,Cónyuge,Blanco/a,Mujer,25,Estados Unidos,<=50K
41,Privada,Secundaria,9,Soltero/a,Servicios domésticos,Cónyuge,Blanco/a,Mujer,10,Estados Unidos,<=50K
53,Gobierno local,Bachillerato,13,Soltero/a,Administración,Hijo/a,Blanco/a,Hombre,37,México,<=50K
63,Autónomo no inc.,Grado universitario,13,Casado/a,Construcción/Reparación,Cónyuge,Blanco/a,Hombre,37,Estados Unidos,>50K
31,Privada,Grado universitario,13,Soltero/a,Otros servicios,Cónyuge,Blanco/a,Hombre,50,Estados Unidos,<=50K
45,Privada,Bachillerato,13,Divorciado/a,Técnico especializado,Cónyuge,Blanco/a,Hombre,45,Estados Unidos,<=50K
39,Gobierno local,Bachillerato,13,Separado/a,Ventas,Cónyuge,Blanco/a,Hombre,38,Estados Unidos,<=50K
35,Privada,Secundaria,9,Casado/a,Ejecutivo/Directivo,Cónyuge,Blanco/a,Mujer,40,México,<=50K
34,Privada,Algo de universidad,10,Soltero/a,Servicios domésticos,Sin familia,Blanco/a,Hombre,47,Estados Unidos,<=50K
38,Privada,Secundaria,9,Soltero/a,Técnico especializado,Sin familia,Blanco/a,Hombre,52,Estados Unidos,<=50K
41,Privada,Bachillerato,13,Soltero/a,Construcción/Reparación,Hijo/a,Blanco/a,Mujer,56,Estados Unidos,>50K
29,Privada,Grado universitario,13,Casado/a,Transporte,Cónyuge,Blanco/a,Hombre,40,Estados Unidos,<=50K
34,Privada,Grado universitario,13,Casado/a,Operador maquinaria,Esposo/a,Blanco/a,Hombre,30,México,>50K
37,Privada,Secundaria,9,Soltero/a,Técnico especializado,Cónyuge,Blanco/a,Hombre,63,Estados Unidos,<=50K
24,Privada,Grado universitario,13,Soltero/a,Técnico especializado,Cónyuge,Asiático/a,Mujer,52,Estados Unidos,<=50K
19,Privada,Algo de universidad,10,Casado/a,Operador maquinaria,Hijo/a,Blanco/a,Hombre,37,Estados Unidos,<=50K
33,Gobierno local,Algo de universidad,10,Soltero/a,Ventas,Cónyuge,Blanco/a,Hombre,65,Estados Unidos,<=50K
51,Privada,Grado universitario,13,Casado/a,Agricultura,Cónyuge,Blanco/a,Mujer,23,Estados Unidos,<=50K
17,Gobierno federal,Bachillerato,13,Casado/a,Construcción/Reparación,Cónyuge,Blanco/a,Hombre,41,Estados Unidos,>50K
48,Privada,Bachillerato,13,Divorciado/a,Servicios domésticos,Hijo/a,Blanco/a,Hombre,11,Estados Unidos,<=50K
39,Gobierno autonómico,Bachillerato,13,Casado/a,Operador maquinaria,Sin familia,Blanco/a,Mujer,58,Estados Unidos,<=50K
50,Privada,Algo de universidad,10,Casado/a,Técnico especializado,Cónyuge,Blanco/a,Hombre,31,Italia,<=50K
46,Privada,Secundaria,9,Casado/a,Técnico especializado,Cónyuge,Blanco/a,Mujer,48,Estados Unidos,<=50K
28,Gobierno autonómico,Máster,14,Soltero/a,Fuerzas armadas,Hijo/a,Asiático/a,Mujer,39,Estados Unidos,>50K
29,Privada,Secundaria,9,Soltero/a,Ventas,Cónyuge,Blanco/a,Hombre,32,Estados Unidos,<=50K
22,Privada,FP Medio,11,Casado/a,Administración,Esposo/a,Blanco/a,Hombre,50,Estados Unidos,<=50K
23,Gobierno autonómico,Secundaria,9,Casado/a,Administración,Sin familia,Blanco/a,Hombre,38,Estados Unidos,<=50K
66,Privada,Bachillerato,13,Casado/a,Administración,Cónyuge,Blanco/a,Mujer,17,Estados Unidos,<=50K
43,Privada,Máster,14,Casado/a,Seguridad,Soltero/a,Blanco/a,Mujer,44,Vietnam,>50K
32,Privada,Bachillerato,13,Soltero/a,Servicios domésticos,Cónyuge,Blanco/a,Hombre,20,Estados Unidos,>50K
38,Gobierno autonómico,Grado universitario,13,Casado/a,Administración,Sin familia,Blanco/a,Mujer,46,Estados Unidos,<=50K
41,Autónomo no inc.,Secundaria,9,Casado/a,Técnico especializado,Cónyuge,Negro/a,Hombre,25,Estados Unidos,<=50K
28,Gobierno federal,Grado universitario,13,Casado/a,Administración,Cónyuge,Blanco/a,Hombre,26,Estados Unidos,<=50K
28,Gobierno local,Primaria incompleta,2,Casado/a,Operador maquinaria,Cónyuge,Blanco/a,Hombre,21,Estados Unidos,<=50K
39,Privada,Grado universitario,13,Casado/a,Ventas,Cónyuge,Blanco/a,Mujer,47,Estados Unidos,<=50K
18,Privada,Bachillerato,13,Casado/a,Transporte,Cónyuge,Negro/a,Hombre,40,Estados Unidos,>50K
45,Autónomo no inc.,Algo de universidad,10,Casado/a,Agricultura,Soltero/a,Negro/a,Hombre,71,Estados Unidos,<=50K
33,Privada,Secundaria,9,Casado/a,Construcción/Reparación,Otro familiar,Blanco/a,Mujer,1,Estados Unidos,<=50K
38,Privada,Grado universitario,13,Soltero/a,Construcción/Reparación,Sin familia,Blanco/a,Hombre,48,Estados Unidos,<=50K
39,Privada,Secundaria,9,Casado/a,Técnico especializado,Sin familia,Blanco/a,Hombre,52,Estados Unidos,<=50K
28,Privada,Algo de universidad,10,Casado/a,Otros servicios,Soltero/a,Blanco/a,Hombre,27,Estados Unidos,<=50K
34,Privada,Algo de universidad,10,Soltero/a,Transporte,Cónyuge,Blanco/a,Mujer,53,Estados Unidos,<=50K
56,Privada,Bachillerato,13,Divorciado/a,Otros servicios,Cónyuge,Blanco/a,Mujer,19,Estados Unidos,>50K
17,Privada,Grado universitario,13,Casado/a,Administración,Hijo/a,Blanco/a,Mujer,49,Filipinas,<=50K
52,Privada,FP Medio,11,Soltero/a,Otros servicios,Esposo/a,Blanco/a,Mujer,51,Estados Unidos,<=50K
21,Gobierno autonómico,FP Superior,12,Soltero/a,Otros servicios,Sin familia,Negro/a,Hombre,25,Estados Unidos,<=50K
43,Autónomo no inc.,Secundaria,9,Casado/a,Transporte,Cónyuge,Blanco/a,Hombre,33,China,<=50K
48,Autónomo inc.,Secundaria,9,Separado/a,Técnico especializado,Hijo/a,Blanco/a,Hombre,27,Estados Unidos,<=50K
41,Privada,Bachillerato,13,Soltero/a,Ejecutivo/Directivo,Cónyuge,Blanco/a,Hombre,56,Estados Unidos,<=50K
29,Privada,Secundaria,9,Soltero/a,Agricultura,Cónyuge,Blanco/a,Mujer,49,Estados Unidos,<=50K
24,Privada,Secundaria,9,Casado/a,Otros servicios,Cónyuge,Blanco/a,Hombre,26,Estados Unidos,<=50K
61,Privada,Bachillerato,13,Casado/a,Seguridad,Sin familia,Blanco/a,Hombre,32,Estados Unidos,<=50K
57,Privada,Algo de universidad,10,Casado/a,Administración,Soltero/a,Blanco/a,Hombre,34,Estados Unidos,<=50K
57,Privada,Secundaria,9,Casado/a,Construcción/Reparación,Cónyuge,Blanco/a,Hombre,32,Estados Unidos,<=50K
50,Gobierno autonómico,Secundaria,9,Casado/a,Técnico especializado,Soltero/a,Blanco/a,Hombre,24,Estados Unidos,<=50K
57,Privada,Bachillerato,13,Separado/a,Ejecutivo/Directivo,Sin familia,Blanco/a,Hombre,54,Estados Unidos,>50K
46,Gobierno local,Máster,14,Casado/a,Ejecutivo/Directivo,Soltero/a,Blanco/a,Hombre,21,Estados Unidos,>50K
59,Privada,Secundaria,9,Casado/a,Ventas,Cónyuge,Blanco/a,Hombre,48,Cuba,<=50K
32,Privada,Máster,14,Casado/a,Técnico especializado,Hijo/a,Blanco/a,Hombre,45,Estados Unidos,>50K
17,Privada,Grado universitario,13,Casado/a,Ventas,Sin familia,Blanco/a,Mujer,34,Estados Unidos,>50K
42,Privada,Algo de universidad,10,Casado/a,Construcción/Reparación,Cónyuge,Blanco/a,Mujer,46,Estados Unidos,<=50K
58,Privada,Máster,14,Soltero/a,Operador maquinaria,Otro familiar,Negro/a,Mujer,51,Estados Unidos,>50K
56,Autónomo no inc.,Secundaria,9,Casado/a,Construcción/Reparación,Soltero/a,Blanco/a,Hombre,48,Estados Unidos,<=50K
48,Privada,Grado universitario,13,Casado/a,Otros servicios,Cónyuge,Blanco/a,Hombre,36,Estados Unidos,>50K
44,Privada,Grado universitario,13,Casado/a,Administración,Cónyuge,Blanco/a,Hombre,42,Estados Unidos,>50K
48,Privada,Grado universitario,13,Casado/a,Otros servicios,Cónyuge,Blanco/a,Hombre,39,Estados Unidos,<=50K
45,Gobierno local,Grado universitario,13,Soltero/a,Técnico especializado,Cónyuge,Blanco/a,Hombre,27,Estados Unidos,<=50K
17,Privada,Grado universitario,13,Soltero/a,Construcción/Reparación,Esposo/a,Asiático/a,Hombre,46,Estados Unidos,>50K
47,Gobierno local,Bachillerato,13,Casado/a,Ventas,Hijo/a,Blanco/a,Hombre,40,Estados Unidos,<=50K
40,Autónomo no inc.,Secundaria,9,Soltero/a,Ejecutivo/Directivo,Sin familia,Blanco/a,Mujer,41,Estados Unidos,<=50K
39,Privada,Bachillerato,13,Casado/a,Ejecutivo/Directivo,Esposo/a,Blanco/a,Hombre,60,Estados Unidos,>50K
39,Privada,Algo de universidad,10,Casado/a,Construcción/Reparación,Cónyuge,Blanco/a,Hombre,21,Cuba,<=50K
17,Privada,Secundaria,9,Soltero/a,Otros servicios,Cónyuge,Blanco/a,Hombre,56,Estados Unidos,<=50K
45,Privada,Secundaria,9,Casado/a,Construcción/Reparación,Cónyuge,Blanco/a,Mujer,66,Estados Unidos,<=50K
36,Privada,Secundaria,9,Casado/a,Operador maquinaria,Cónyuge,Blanco/a,Hombre,42,Estados Unidos,<=50K
23,Privada,Grado universitario,13,Divorciado/a,Transporte,Otro familiar,Blanco/a,Hombre,50,Estados Unidos,<=50K
34,Privada,FP Superior,12,Soltero/a,Administración,Cónyuge,Blanco/a,Hombre,57,Estados Unidos,<=50K
34,Privada,Máster,14,Casado/a,Otros servicios,Cónyuge,Blanco/a,Mujer,51,Estados Unidos,>50K
23,Privada,Algo de universidad,10,Casado/a,Construcción/Reparación,Hijo/a,Blanco/a,Hombre,31,Estados Unidos,<=50K
35,Privada,Grado universitario,13,Soltero/a,Ventas,Cónyuge,Blanco/a,Mujer,65,Estados Unidos,>50K
47,Privada,Bachillerato,13,Soltero/a,Ventas,Sin familia,Blanco/a,Mujer,47,Estados Unidos,<=50K
42,Autónomo no inc.,Secundaria,9,Soltero/a,Agricultura,Sin familia,Blanco/a,Mujer,42,Estados Unidos,<=50K
25,Privada,Algo de universidad,10,Casado/a,Ejecutivo/Directivo,Hijo/a,Negro/a,Hombre,51,Estados Unidos,<=50K
40,Privada,Grado universitario,13,Soltero/a,Operador maquinaria,Cónyuge,Blanco/a,Hombre,34,Estados Unidos,<=50K
19,Privada,Algo de universidad,10,Soltero/a,Ejecutivo/Directivo,Sin familia,Blanco/a,Mujer,53,Estados Unidos,<=50K
47,Privada,Bachillerato,13,Soltero/a,Construcción/Reparación,Hijo/a,Blanco/a,Mujer,49,Estados Unidos,<=50K
33,Privada,Bachillerato,13,Soltero/a,Construcción/Reparación,Esposo/a,Negro/a,Hombre,45,Estados Unidos,<=50K
31,Privada,Bachillerato,13,Casado/a,Fuerzas armadas,Cónyuge,Blanco/a,Mujer,47,Estados Unidos,<=50K
36,Privada,Bachillerato,13,Casado/a,Operador maquinaria,Sin familia,Blanco/a,Mujer,33,Estados Unidos,<=50K
55,Privada,Grado universitario,13,Soltero/a,Ventas,Sin familia,Negro/a,Hombre,47,Estados Unidos,<=50K
60,Privada,Algo de universidad,10,Divorciado/a,Seguridad,Soltero/a,Blanco/a,Hombre,34,Estados Unidos,>50K
52,Privada,Secundaria,9,Casado/a,Administración,Sin familia,Blanco/a,Hombre,46,Estados Unidos,<=50K
38,Privada,Grado universitario,13,Soltero/a,Construcción/Reparación,Cónyuge,Blanco/a,Mujer,24,Estados Unidos,>50K
32,Privada,Grado universitario,13,Casado/a,Técnico especializado,Sin familia,Blanco/a,Hombre,61,Estados Unidos,<=50K
25,Privada,Bachillerato,13,Divorciado/a,Construcción/Reparación,Soltero/a,Blanco/a,Mujer,76,Estados Unidos,<=50K
27,Privada,FP Superior,12,Soltero/a,Otros servicios,Cónyuge,Negro/a,Hombre,38,Estados Unidos,<=50K
26,Autónomo inc.,Primaria incompleta,2,Casado/a,Agricultura,Sin familia,Asiático/a,Hombre,51,Estados Unidos,<=50K
35,Privada,Máster,14,Soltero/a,Transporte,Soltero/a,Blanco/a,Mujer,34,Estados Unidos,>50K
29,Privada,Algo de universidad,10,Casado/a,Ejecutivo/Directivo,Cónyuge,Asiático/a,Hombre,31,Estados Unidos,<=50K
17,Autónomo no inc.,Algo de universidad,10,Casado/a,Ejecutivo/Directivo,Cónyuge,Blanco/a,Mujer,34,Estados Unidos,<=50K
33,Privada,FP Superior,12,Casado/a,Técnico especializado,Hijo/a,Blanco/a,Mujer,43,Estados Unidos,<=50K
41,Privada,Bachillerato,13,Soltero/a,Construcción/Reparación,Hijo/a,Blanco/a,Mujer,27,Estados Unidos,<=50K
22,Autónomo no inc.,Secundaria,9,Soltero/a,Operador maquinaria,Esposo/a,Blanco/a,Hombre,12,Estados Unidos,<=50K
22,Privada,Grado universitario,13,Divorciado/a,Administración,Otro familiar,Blanco/a,Mujer,34,Estados Unidos,<=50K
31,Autónomo no inc.,Bachillerato,13,Casado/a,Seguridad,Cónyuge,Blanco/a,Hombre,16,Estados Unidos,<=50K
21,Privada,Algo de universidad,10,Soltero/a,Ejecutivo/Directivo,Sin familia,Blanco/a,Hombre,47,Estados Unidos,<=50K
43,Privada,FP Medio,11,Separado/a,Ventas,Cónyuge,Blanco/a,Hombre,34,Estados Unidos,<=50K
39,Gobierno federal,Grado universitario,13,Casado/a,Otros servicios,Cónyuge,Blanco/a,Hombre,29,Estados Unidos,>50K
41,Privada,Grado universitario,13,Casado/a,Administración,Cónyuge,Blanco/a,Hombre,44,Estados Unidos,>50K
29,Gobierno local,Secundaria,9,Divorciado/a,Operador maquinaria,Cónyuge,Blanco/a,Mujer,31,Estados Unidos,<=50K
53,Privada,Bachillerato,13,Casado/a,Construcción/Reparación,Hijo/a,Blanco/a,Hombre,35,México,<=50K
29,Privada,Secundaria,9,Casado/a,Transporte,Cónyuge,Blanco/a,Hombre,40,Estados Unidos,<=50K
41,Privada,Algo de universidad,10,Casado/a,Operador maquinaria,Cónyuge,Blanco/a,Hombre,29,Estados Unidos,<=50K
47,Privada,FP Medio,11,Casado/a,Técnico especializado,Cónyuge,Blanco/a,Mujer,26,Estados Unidos,<=50K
28,Privada,Máster,14,Soltero/a,Seguridad,Cónyuge,Blanco/a,Mujer,25,Estados Unidos,<=50K
42,Privada,Algo de universidad,10,Separado/a,Técnico especializado,Sin familia,Blanco/a,Hombre,46,Estados Unidos,<=50K
23,Privada,Secundaria,9,Casado/a,Construcción/Reparación,Otro familiar,Negro/a,Mujer,24,Estados Unidos,<=50K
23,Gobierno autonómico,Secundaria,9,Divorciado/a,Ejecutivo/Directivo,Hijo/a,Blanco/a,Hombre,43,Estados Unidos,<=50K
49,Autónomo inc.,Grado universitario,13,Casado/a,Técnico especializado,Cónyuge,Blanco/a,Mujer,41,Estados Unidos,<=50K
34,Privada,Algo de universidad,10,Casado/a,Ejecutivo/Directivo,Cónyuge,Blanco/a,Hombre,47,Estados Unidos,<=50K
40,Privada,Secundaria,9,Casado/a,Ventas,Hijo/a,Blanco/a,Hombre,60,Estados Unidos,<=50K
34,Autónomo no inc.,Secundaria,9,Separado/a,Transporte,Sin familia,Blanco/a,Hombre,48,Estados Unidos,<=50K
44,Privada,Secundaria,9,Divorciado/a,Técnico especializado,Soltero/a,Blanco/a,Hombre,46,Estados Unidos,<=50K
43,Privada,Algo de universidad,10,Divorciado/a,Construcción/Reparación,Soltero/a,Blanco/a,Hombre,64,Japón,<=50K
37,Privada,Bachillerato,13,Casado/a,Otros servicios,Hijo/a,Blanco/a,Hombre,45,Estados Unidos,>50K
17,Autónomo inc.,Grado universitario,13,Divorciado/a,Construcción/Reparación,Cónyuge,Blanco/a,Hombre,52,Estados Unidos,>50K
37,Privada,Grado universitario,13,Casado/a,Construcción/Reparación,Sin familia,Blanco/a,Hombre,29,Estados Unidos,<=50K
43,Privada,Máster,14,Soltero/a,Ventas,Cónyuge,Blanco/a,Hombre,37,Estados Unidos,>50K
40,Privada,Grado universitario,13,Casado/a,Administración,Cónyuge,Blanco/a,Hombre,40,Alemania,<=50K
35,Privada,Secundaria,9,Soltero/a,Transporte,Sin familia,Blanco/a,Hombre,32,Estados Unidos,<=50K
24,Privada,Secundaria,9,Casado/a,Construcción/Reparación,Cónyuge,Blanco/a,Hombre,18,Estados Unidos,<=50K
22,Gobierno local,Secundaria,9,Casado/a,Administración,Sin familia,Asiático/a,Hombre,36,Estados Unidos,<=50K
55,Privada,Grado universitario,13,Divorciado/a,Otros servicios,Hijo/a,Blanco/a,Mujer,57,Estados Unidos,>50K
39,Gobierno federal,Secundaria,9,Casado/a,Agricultura,Cónyuge,Blanco/a,Hombre,55,Estados Unidos,<=50K
46,Privada,Bachillerato,13,Casado/a,Técnico especializado,Soltero/a,Asiático/a,Hombre,18,Estados Unidos,>50K
55,Autónomo inc.,Máster,14,Casado/a,Operador maquinaria,Cónyuge,Indígena americano/a,Mujer,25,Estados Unidos,<=50K
54,Privada,Máster,14,Casado/a,Ventas,Cónyuge,Blanco/a,Hombre,53,Estados Unidos,>50K
33,Privada,Grado universitario,13,Soltero/a,Técnico especializado,Cónyuge,Blanco/a,Hombre,35,Estados Unidos,<=50K
23,Privada,Bachillerato,13,Soltero/a,Servicios domésticos,Cónyuge,Blanco/a,Hombre,44,Estados Unidos,<=50K
30,Privada,Secundaria,9,Casado/a,Técnico especializado,Sin familia,Blanco/a,Mujer,38,Estados Unidos,<=50K
39,Privada,Máster,14,Divorciado/a,Construcción/Reparación,Sin familia,Blanco/a,Hombre,33,Estados Unidos,>50K
29,Privada,Grado universitario,13,Soltero/a,Ejecutivo/Directivo,Cónyuge,Blanco/a,Hombre,40,Filipinas,>50K
17,Gobierno local,Bachillerato,13,Casado/a,Operador maquinaria,Cónyuge,Blanco/a,Hombre,32,Estados Unidos,<=50K
46,Privada,Secundaria,9,Soltero/a,Operador maquinaria,Cónyuge,Blanco/a,Hombre,11,Estados Unidos,<=50K
60,Privada,Bachillerato,13,Casado/a,Otros servicios,Cónyuge,Blanco/a,Hombre,29,Estados Unidos,<=50K
33,Privada,Secundaria,9,Casado/a,Otros servicios,Otro familiar,Blanco/a,Mujer,47,Estados Unidos,<=50K
44,Privada,Secundaria,9,Casado/a,Técnico especializado,Soltero/a,Blanco/a,Hombre,31,Polonia,<=50K
45,Privada,FP Superior,12,Casado/a,Administración,Sin familia,Blanco/a,Mujer,53,Estados Unidos,<=50K
52,Privada,Máster,14,Soltero/a,Transporte,Hijo/a,Blanco/a,Hombre,42,Estados Unidos,>50K
46,Privada,FP Superior,12,Casado/a,Técnico especializado,Soltero/a,Blanco/a,Mujer,31,Estados Unidos,<=50K
49,Privada,Secundaria,9,Divorciado/a,Administración,Cónyuge,Blanco/a,Hombre,60,Estados Unidos,<=50K
46,Autónomo no inc.,Algo de universidad,10,Casado/a,Técnico especializado,Sin familia,Blanco/a,Mujer,24,Estados Unidos,<=50K
34,Gobierno local,Algo de universidad,10,Divorciado/a,Técnico especializado,Cónyuge,Blanco/a,Mujer,14,Estados Unidos,<=50K
56,Privada,Algo de universidad,10,Soltero/a,Servicios domésticos,Cónyuge,Negro/a,Hombre,13,Estados Unidos,<=50K
27,Privada,Secundaria,9,Casado/a,Agricultura,Cónyuge,Blanco/a,Hombre,40,Estados Unidos,<=50K
62,Gobierno local,Grado universitario,13,Soltero/a,Otros servicios,Soltero/a,Blanco/a,Hombre,42,Estados Unidos,<=50K
46,Privada,Secundaria,9,Casado/a,Otros servicios,Cónyuge,Blanco/a,Hombre,26,Estados Unidos,<=50K
28,Privada,Grado universitario,13,Soltero/a,Técnico especializado,Cónyuge,Blanco/a,Hombre,43,Estados Unidos,<=50K
38,Gobierno federal,Máster,14,Divorciado/a,Administración,Cónyuge,Blanco/a,Hombre,36,Estados Unidos,>50K
19,Privada,Algo de universidad,10,Casado/a,Ejecutivo/Directivo,Soltero/a,Blanco/a,Hombre,32,Estados Unidos,<=50K
30,Privada,Secundaria,9,Soltero/a,Otros servicios,Cónyuge,Blanco/a,Mujer,52,Estados Unidos,>50K
60,Privada,Grado universitario,13,Soltero/a,Administración,Sin familia,Blanco/a,Hombre,48,Estados Unidos,>50K
32,Privada,Grado universitario,13,Casado/a,Técnico especializado,Soltero/a,Blanco/a,Hombre,19,Estados Unidos,>50K
26,Privada,Bachillerato,13,Divorciado/a,Ventas,Cónyuge,Blanco/a,Hombre,41,Estados Unidos,<=50K
63,Privada,Algo de universidad,10,Soltero/a,Agricultura,Sin familia,Blanco/a,Hombre,39,Estados Unidos,<=50K
31,Privada,Grado universitario,13,Divorciado/a,Construcción/Reparación,Esposo/a,Blanco/a,Hombre,65,Estados Unidos,>50K
47,Privada,Secundaria,9,Casado/a,Operador maquinaria,Hijo/a,Blanco/a,Hombre,52,Filipinas,<=50K
40,Gobierno autonómico,Secundaria,9,Casado/a,Construcción/Reparación,Hijo/a,Blanco/a,Hombre,28,Estados Unidos,<=50K
17,Privada,Bachillerato,13,Soltero/a,Administración,Cónyuge,Blanco/a,Mujer,31,Estados Unidos,<=50K
40,Gobierno autonómico,Bachillerato,13,Divorciado/a,Ventas,Sin familia,Blanco/a,Hombre,46,Estados Unidos,<=50K
23,Autónomo no inc.,Algo de universidad,10,Casado/a,Ventas,Sin familia,Negro/a,Hombre,35,Estados Unidos,<=50K
40,Privada,Secundaria,9,Soltero/a,Construcción/Reparación,Cónyuge,Blanco/a,Hombre,56,Estados Unidos,<=50K
28,Gobierno local,Grado universitario,13,Divorciado/a,Transporte,Cónyuge,Blanco/a,Hombre,42,Estados Unidos,>50K
28,Gobierno local,Bachillerato,13,Soltero/a,Servicios domésticos,Cónyuge,Blanco/a,Mujer,50,Estados Unidos,<=50K
72,Gobierno local,Secundaria,9,Divorciado/a,Operador maquinaria,Soltero/a,Blanco/a,Hombre,46,Japón,<=50K
30,Privada,Secundaria,9,Soltero/a,Construcción/Reparación,Cónyuge,Blanco/a,Hombre,50,Estados Unidos,<=50K
34,Privada,Grado universitario,13,Soltero/a,Ventas,Cónyuge,Blanco/a,Hombre,22,Estados Unidos,<=50K
54,Privada,Secundaria,9,Separado/a,Ventas,Sin familia,Blanco/a,Mujer,46,Estados Unidos,<=50K
56,Privada,Algo de universidad,10,Soltero/a,Técnico especializado,Hijo/a,Blanco/a,Hombre,46,Estados Unidos,<=50K
31,Privada,Secundaria,9,Divorciado/a,Construcción/Reparación,Otro familiar,Blanco/a,Hombre,38,Estados Unidos,<=50K
39,Privada,FP Superior,12,Divorciado/a,Servicios domésticos,Cónyuge,Blanco/a,Hombre,31,Estados Unidos,>50K
65,Privada,Máster,14,Soltero/a,Construcción/Reparación,Cónyuge,Blanco/a,Hombre,47,Estados Unidos,>50K
17,Privada,Doctorado,16,Soltero/a,Seguridad,Cónyuge,Blanco/a,Hombre,41,Estados Unidos,>50K
23,Privada,Secundaria,9,Casado/a,Construcción/Reparación,Cónyuge,Blanco/a,Hombre,61,Cuba,<=50K
26,Privada,Algo de universidad,10,Casado/a,Ejecutivo/Directivo,Sin familia,Blanco/a,Hombre,53,Estados Unidos,<=50K
26,Autónomo no inc.,Primaria incompleta,2,Casado/a,Transporte,Otro familiar,Blanco/a,Hombre,24,Estados Unidos,<=50K
30,Autónomo no inc.,Secundaria,9,Divorciado/a,Transporte,Sin familia,Negro/a,Hombre,52,Estados Unidos,<=50K
34,Privada,Secundaria,9,Divorciado/a,Fuerzas armadas,Cónyuge,Blanco/a,Mujer,27,Estados Unidos,<=50K
55,Privada,Secundaria,9,Casado/a,Ventas,Sin familia,Blanco/a,Hombre,25,Estados Unidos,<=50K
19,Autónomo no inc.,Bachillerato,13,Casado/a,Operador maquinaria,Sin familia,Blanco/a,Hombre,44,Estados Unidos,<=50K
46,Privada,Secundaria,9,Casado/a,Ejecutivo/Directivo,Hijo/a,Blanco/a,Hombre,49,Estados Unidos,<=50K
37,Privada,Grado universitario,13,Casado/a,Ventas,Soltero/a,Blanco/a,Hombre,37,Estados Unidos,>50K
49,Privada,Secundaria,9,Soltero/a,Ejecutivo/Directivo,Cónyuge,Negro/a,Hombre,65,Estados Unidos,<=50K
54,Privada,Grado universitario,13,Soltero/a,Ventas,Cónyuge,Blanco/a,Mujer,44,Estados Unidos,>50K
44,Privada,Secundaria,9,Soltero/a,Técnico especializado,Cónyuge,Blanco/a,Hombre,17,Estados Unidos,<=50K
28,Autónomo inc.,Bachillerato,13,Soltero/a,Otros servicios,Sin familia,Negro/a,Hombre,21,Estados Unidos,<=50K
36,Privada,Secundaria,9,Soltero/a,Seguridad,Soltero/a,Blanco/a,Hombre,51,Estados Unidos,<=50K
34,Privada,Bachillerato,13,Soltero/a,Administración,Sin familia,Blanco/a,Mujer,45,Estados Unidos,<=50K
27,Privada,Máster,14,Soltero/a,Seguridad,Cónyuge,Blanco/a,Mujer,19,Estados Unidos,>50K
36,Privada,Secundaria,9,Soltero/a,Ventas,Cónyuge,Blanco/a,Mujer,45,Estados Unidos,<=50K
54,Privada,Secundaria,9,Casado/a,Ejecutivo/Directivo,Sin familia,Negro/a,Hombre,49,Estados Unidos,<=50K
18,Privada,Secundaria,9,Casado/a,Ejecutivo/Directivo,Cónyuge,Blanco/a,Mujer,26,Estados Unidos,<=50K
30,Privada,Máster,14,Soltero/a,Construcción/Reparación,Hijo/a,Blanco/a,Hombre,45,Estados Unidos,>50K
50,Gobierno federal,Bachillerato,13,Separado/a,Construcción/Reparación,Sin familia,Blanco/a,Hombre,32,Estados Unidos,<=50K
